date,changed.from,changed.to,school_type,school,subunit,students,regime,reason
2020-12-15,2020-12-03,2020-12-14,PV,23116,1001,12,PVPRI,PVSUMUC
2020-12-15,2020-12-11,2020-12-21,PV,1226,1002,8,OSKAR,OSOKUDS
2020-12-16,2020-12-04,2020-12-14,PV,14049,1002,10,PVKAR,PVOKUDS
2020-12-16,2020-12-01,2020-12-05,PV,1194,1001,14,PVKAR,PVOKUDS
2020-12-16,2020-12-01,2020-12-05,PV,1194,1001,14,PVKAR,PVOKUDS
2020-12-16,2020-12-15,2020-12-20,PV,1194,1001,14,PVKAR,PVOKUV
2020-12-16,2020-12-15,2020-12-20,PV,1194,1001,14,PVKAR,PVOKUV
2020-12-16,2020-12-15,2020-12-20,PV,1194,1003,19,PVKAR,PVOKUV
2020-12-16,2020-12-15,2020-12-20,PV,1194,1003,19,PVKAR,PVOKUV
2020-12-16,2020-12-15,2020-12-24,PV,1154,1001,5,OSKAR,OSOKUU
2020-12-17,2020-12-11,2020-12-21,PV,12449,1002,24,PVKAR,PVOKUV
2020-12-17,2020-12-11,2020-12-21,PV,12449,1002,24,PVKAR,PVOKUV
2020-12-17,2020-12-15,2020-12-25,PV,12449,1001,14,PVKAR,PVOKUV
2020-12-17,2020-12-16,2020-12-26,PV,22695,1001,5,PVKAR,PVOKUV
2020-12-17,2020-12-17,2020-12-27,PV,22695,1002,5,PVKAR,PVOKUV
2020-12-18,2020-12-18,2020-12-24,PV,22215,1002,14,PVKAR,PVOKUV
2020-12-18,2020-12-12,2020-12-20,PV,1227,1003,8,OSKAR,OSOKUDS
2020-12-19,2020-12-17,2020-12-26,PV,22215,1001,12,PVKAR,PVOKUV
2020-12-20,2020-12-18,2020-12-28,PV,1189,1001,4,PVKAR,PVSUMUC
2020-12-20,2020-12-18,2020-12-28,PV,1189,1002,9,PVKAR,PVOKUV
2020-12-20,2020-12-18,2020-12-28,PV,1189,1002,7,PVKAR,PVOKUUC
2020-12-20,2020-12-16,2020-12-26,PV,1232,1002,17,OSKAR,OSOKUUC
2020-12-20,2020-12-17,2020-12-27,PV,3666,1001,7,OSPRI,OSOKUU
2020-12-21,2020-12-21,2020-12-30,PV,11149,1002,24,PVPRI,PVOKUV
2020-12-21,2020-12-22,2020-12-27,PV,11829,1001,6,PVKAR,PVOKUV
2020-12-21,2020-12-16,2020-12-26,PV,22695,1001,3,PVKAR,PVOKUUC
2020-12-22,2020-12-18,2020-12-27,PV,11909,1002,6,PVKAR,PVOKUDD
2020-12-22,2020-12-18,2020-12-27,PV,21535,1002,9,PVKAR,PVOKUV
2020-12-22,2020-12-18,2020-12-27,PV,13389,1002,5,PVKAR,PVOKUDS
2020-12-22,2020-12-22,2020-12-27,PV,11832,1002,3,PVKAR,PVOKUV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,6,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,4,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,6,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,4,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,6,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-22,2020-12-14,2020-12-18,PV,12410,1003,4,PVPRI,PVSUMV
2020-12-23,2020-12-23,2021-01-01,PV,11909,1001,4,PVKAR,PVOKUUC
2020-12-23,2020-12-22,2020-12-31,PV,14495,1003,6,PVKAR,PVOKUUC
2020-12-23,2020-12-22,2021-01-31,PV,1189,1002,5,PVKAR,PVOKUV
2020-12-23,2020-12-22,2020-12-31,PV,1189,1002,4,PVKAR,PVOKUV
2020-12-24,2020-12-21,2020-12-30,PV,15069,1001,4,PVKAR,PVOKUUC
2020-12-24,2020-12-20,2020-12-24,PV,12410,1003,3,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-23,PV,12410,1003,6,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-23,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,5,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,3,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,4,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,6,PVPRI,PVSUMV
2020-12-24,2020-12-21,2020-12-24,PV,12410,1003,4,PVPRI,PVSUMV
2020-12-27,2020-12-24,2021-01-02,PV,11909,1002,8,PVKAR,PVOKUV
2020-12-28,2020-12-28,2021-01-06,PV,12531,1002,21,PVKAR,PVOKUUC
2020-12-28,2020-12-22,2021-01-01,PV,1226,1002,8,OSPRI,OSOKUUC
2020-12-29,2020-12-25,2021-01-03,PV,10733,1001,6,PVKAR,PVOKUV
2021-01-02,2020-12-28,2020-12-30,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-02,2020-12-28,2020-12-30,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-02,2020-12-28,2020-12-31,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-02,2020-12-28,2020-12-31,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-04,2020-12-24,2021-01-03,PV,19891,1002,4,PVKAR,PVOKUV
2021-01-05,2021-01-05,2021-01-15,PV,1167,1002,6,OSKAR,OSOKUDS
2021-01-06,2021-01-04,2021-01-14,PV,11070,1001,4,PVKAR,PVOKUV
2021-01-06,2020-12-10,2020-12-20,PV,11070,1002,6,PVKAR,PVOKUDS
2021-01-06,2020-12-14,2020-12-24,PV,11070,1002,3,PVKAR,PVOKUDD
2021-01-06,2020-12-31,2021-01-09,PV,1092,1002,7,PVKAR,PVOKUV
2021-01-07,2021-01-07,2021-01-17,ZAV,1004,1052,4,ZAVKAR,ZAVOKUU
2021-01-07,2021-01-05,2021-01-15,PV,11550,1002,9,PVKAR,PVOKUDS
2021-01-07,2021-01-07,2021-01-16,PV,1072,1002,14,PVPRI,PVSUMUC
2021-01-07,2020-12-16,2020-12-26,PV,12449,1001,14,PVKAR,PVOKUV
2021-01-07,2020-12-18,2020-12-28,PV,12449,1002,24,PVKAR,PVOKUUC
2021-01-07,2020-12-16,2020-12-26,PV,12450,1002,19,PVKAR,PVOKUV
2021-01-07,2020-12-18,2020-12-28,PV,12450,1001,14,PVKAR,PVOKUUC
2021-01-07,2020-12-22,2021-01-01,PV,12450,1001,14,PVKAR,PVOKUV
2021-01-07,2021-01-07,2021-01-15,OSPP,138,1019,11,OSPPKAR,OSPPOKUUC
2021-01-07,2021-01-07,2021-01-15,OSPP,138,1019,11,OSPPKAR,OSPPOKUUC
2021-01-07,2021-01-06,2021-01-15,PV,21695,1003,19,PVKAR,PVOKUV
2021-01-07,2021-01-06,2021-01-15,PV,21695,1003,19,PVKAR,PVSUMDD
2021-01-08,2021-01-08,2021-01-15,PV,1198,1003,8,PVKAR,PVOKUV
2021-01-08,2021-01-06,2021-01-15,PV,1228,1003,6,OSKAR,OSOKUU
2021-01-08,2021-01-04,2021-01-14,PV,1126,1002,6,OSKAR,OSSUMDS
2021-01-08,2021-01-04,2021-01-14,PV,1126,1002,6,OSKAR,OSOKUU
2021-01-10,2021-01-04,2021-01-07,PV,12410,1003,3,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-10,2021-01-04,2021-01-08,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-11,2021-01-05,2021-01-14,PV,10055,1003,10,PVKAR,PVOKUDS
2021-01-11,2021-01-06,2021-01-15,PV,10055,1002,10,PVKAR,PVOKUV
2021-01-11,2021-01-07,2021-01-16,PV,12630,1001,14,PVKAR,PVOKUUC
2021-01-11,2021-01-06,2021-01-15,PV,12169,1002,6,PVKAR,PVOKUDS
2021-01-11,2021-01-11,2021-01-15,OSPP,138,1015,8,OSPPKAR,OSPPOKUU
2021-01-11,2021-01-11,2021-01-15,ZAV,3631,1048,4,ZAVKAR,ZAVOKUUC
2021-01-11,2021-01-11,2021-01-21,OSPP,499,1015,1,OSPPKAR,OSPPOKUU
2021-01-11,2021-01-11,2021-01-21,OSPP,499,1016,2,OSPPKAR,OSPPOKUU
2021-01-11,2021-01-11,2021-01-21,OSPP,499,1018,2,OSPPKAR,OSPPOKUU
2021-01-11,2021-01-11,2021-01-21,OSPP,499,1023,2,OSPPKAR,OSPPOKUU
2021-01-11,2021-01-11,2021-01-21,OSPP,499,1024,3,OSPPKAR,OSPPOKUU
2021-01-12,2021-01-08,2021-01-18,PV,10055,1003,9,PVKAR,PVOKUDS
2021-01-12,2021-01-11,2021-01-21,PV,14689,1003,11,PVPRI,PVOKUV
2021-01-12,2021-01-07,2021-01-17,PV,12449,1002,24,PVKAR,PVOKUUC
2021-01-12,2021-01-07,2021-01-17,PV,12450,1002,19,PVKAR,PVOKUV
2021-01-12,2021-01-08,2021-01-18,PV,12450,1001,14,PVKAR,PVOKUV
2021-01-12,2021-01-07,2021-01-17,PV,12451,1001,14,PVKAR,PVOKUV
2021-01-12,2021-01-13,2021-01-17,OSPP,1309,1023,5,OSKAR,OSOKUUC
2021-01-12,2021-01-11,2021-01-21,OSPP,281,1020,9,OSPPKAR,OSPPSUMUC
2021-01-12,2021-01-11,2021-01-21,OSPP,281,1020,8,OSPPKAR,OSPPSUMUC
2021-01-12,2021-01-11,2021-01-21,OSPP,281,1025,7,OSPPKAR,OSPPOKUUC
2021-01-12,2021-01-11,2021-01-21,OSPP,281,1066,6,OSPPKAR,OSPPOKUUC
2021-01-12,2021-01-11,2021-01-21,OSPP,281,1066,4,OSPPKAR,OSPPOKUUC
2021-01-12,2021-01-12,2021-01-22,OSPP,281,1066,6,OSPPKAR,OSPPSUMUC
2021-01-12,2021-01-12,2021-01-22,OSPP,281,1066,7,OSPPKAR,OSPPSUMUC
2021-01-13,2021-01-08,2021-01-17,PV,15069,1001,4,PVKAR,PVOKUUC
2021-01-13,2021-01-06,2021-01-15,PV,16029,1001,5,PVKAR,PVOKUV
2021-01-13,2021-01-11,2021-01-21,PV,14050,1002,8,PVKAR,PVOKUUC
2021-01-13,2021-01-08,2021-01-17,PV,11769,1002,6,PVKAR,PVOKUDS
2021-01-13,2021-01-13,2021-01-17,PV,11831,1001,10,PVKAR,PVOKUV
2021-01-13,2021-01-13,2021-01-15,PV,23675,1003,12,PVKAR,PVOKUV
2021-01-13,2021-01-11,2021-01-20,PV,10088,1001,5,OSKAR,OSOKUUC
2021-01-13,2021-01-08,2021-01-17,PV,1135,1001,8,OSKAR,OSOKUU
2021-01-13,2021-01-08,2021-01-17,ZAV,3631,1045,3,ZAVKAR,ZAVOKUU
2021-01-13,2021-01-12,2021-01-20,PV,3748,1003,6,OSKAR,OSOKUU
2021-01-13,2021-01-11,2021-01-21,PV,3710,1002,6,OSKAR,OSSUMDS
2021-01-14,2021-01-12,2021-01-21,PV,11769,1002,6,PVKAR,PVOKUDS
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1016,4,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1017,1,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1018,10,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1019,5,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1020,7,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-14,2021-01-21,OSPP,202,1021,5,OSPPKAR,OSPPOKUU
2021-01-14,2021-01-11,2021-01-22,PV,19190,1044,5,ZAVKAR,ZAVOKUDS
2021-01-14,2021-01-14,2021-01-24,PV,19190,1046,8,ZAVKAR,ZAVOKUU
2021-01-15,2021-01-12,2021-01-21,PV,11909,1002,4,PVKAR,PVOKUUC
2021-01-15,2021-01-12,2021-01-21,PV,11769,1001,7,PVKAR,PVOKUDS
2021-01-15,2021-01-11,2021-01-21,PV,12449,1002,24,PVKAR,PVOKUV
2021-01-15,2021-01-08,2021-01-18,PV,12450,1003,24,PVKAR,PVOKUUC
2021-01-15,2021-01-13,2021-01-23,PV,12450,1002,24,PVKAR,PVOKUV
2021-01-15,2021-01-14,2021-01-20,ZAV,3631,1060,3,ZAVKAR,ZAVOKUU
2021-01-15,2021-01-15,2021-01-20,ZAV,3631,1058,2,ZAVKAR,ZAVOKUU
2021-01-15,2021-01-15,2021-01-21,ZAV,3631,1060,4,ZAVKAR,ZAVOKUU
2021-01-15,2021-01-15,2021-01-25,OSPP,486,1013,2,OSPPKAR,OSPPSUMU
2021-01-15,2021-01-15,2021-01-25,OSPP,486,1014,2,OSPPKAR,OSPPSUMU
2021-01-15,2021-01-15,2021-01-25,OSPP,486,1015,3,OSPPKAR,OSPPSUMU
2021-01-16,2021-01-15,2021-01-25,PV,14050,1001,7,PVKAR,PVOKUDS
2021-01-16,2021-01-15,2021-01-25,PV,14050,1002,10,PVKAR,PVOKUDS
2021-01-17,2021-01-18,2021-01-24,PV,14353,1003,10,PVKAR,PVOKUV
2021-01-17,2021-01-15,2021-01-24,PV,19071,1001,6,OSKAR,OSOKUU
2021-01-17,2021-01-14,2021-01-23,PV,1275,1001,6,OSKAR,OSOKUU
2021-01-18,2021-01-15,2021-01-25,PV,14050,1002,7,PVKAR,PVOKUV
2021-01-18,2021-01-11,2021-01-20,PV,11831,1001,10,PVKAR,PVOKUV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,4,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-11,2021-01-15,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-18,2021-01-18,2021-01-25,OSPP,378,1021,11,OSPPKAR,OSPPOKUUC
2021-01-18,2021-01-19,2021-01-22,OSPP,542,1027,7,OSPPPRI,OSPPSUMU
2021-01-18,2021-01-15,2021-01-24,PV,11410,1003,9,PVKAR,PVOKUDS
2021-01-18,2021-01-16,2021-01-25,PV,11410,1002,4,PVKAR,PVOKUV
2021-01-18,2021-01-16,2021-01-25,PV,11410,1002,4,PVKAR,PVOKUV
2021-01-18,2021-01-17,2021-01-26,PV,19190,1041,6,ZAVKAR,ZAVSUMDD
2021-01-18,2021-01-18,2021-01-27,PV,19190,1041,6,ZAVKAR,ZAVSUMDD
2021-01-19,2021-01-14,2021-01-24,PV,11330,1001,4,PVKAR,PVOKUUC
2021-01-19,2021-01-15,2021-01-25,PV,11332,1002,4,PVKAR,PVOKUV
2021-01-19,2021-01-15,2021-01-24,PV,12089,1002,10,PVKAR,PVOKUV
2021-01-19,2021-01-10,2021-01-15,PV,3750,1003,4,OSKAR,OSOKUDS
2021-01-19,2021-01-15,2021-01-24,PV,3750,1003,4,OSPRI,OSOKUDD
2021-01-19,2021-01-19,2021-01-22,OSPP,138,1027,6,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-18,2021-01-28,OSPP,235,1014,2,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-18,2021-01-28,OSPP,235,1015,3,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-18,2021-01-28,OSPP,235,1024,5,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-18,2021-01-28,OSPP,235,1024,5,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-18,2021-01-25,OSPP,378,1024,8,OSPPKAR,OSPPOKUDD
2021-01-19,2021-01-20,2021-01-25,OSPP,378,1015,6,OSPPKAR,OSPPOKUUC
2021-01-19,2021-01-18,2021-01-27,OSPP,966,1014,5,OSKAR,OSOKUU
2021-01-19,2021-01-18,2021-01-27,OSPP,966,1016,5,OSKAR,OSOKUU
2021-01-19,2021-01-18,2021-01-28,OSPP,966,1021,9,OSKAR,OSOKUUC
2021-01-19,2021-01-14,2021-01-24,PV,1162,1002,9,OSKAR,OSSUMDD
2021-01-19,2021-01-08,2021-01-22,OS,447,1007,28,OSPRI,OSSUMU
2021-01-19,2021-01-14,2021-01-19,OSPP,529,1015,5,OSPPKAR,OSPPOKUU
2021-01-19,2021-01-19,2021-01-25,PV,1275,1002,6,OSKAR,OSOKUU
2021-01-19,2021-01-18,2021-01-28,PV,3710,1003,36,OSKAR,OSOKUDS
2021-01-19,2021-01-18,2021-01-27,PV,11410,1001,4,PVKAR,PVOKUDS
2021-01-19,2021-01-18,2021-01-27,PV,11410,1001,10,PVKAR,PVOKUDS
2021-01-20,2021-01-20,2021-01-23,PV,14495,1001,5,PVKAR,PVOKUUC
2021-01-20,2021-01-18,2021-01-28,OSPP,235,1026,8,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-20,2021-01-30,OSPP,486,1016,5,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-18,2021-01-28,OSPP,499,1014,4,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-18,2021-01-28,OSPP,499,1018,5,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-18,2021-01-28,OSPP,499,1019,3,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-13,2021-01-21,OSPP,547,1017,6,OSPPKAR,OSPPOKUUC
2021-01-20,2021-01-17,2021-01-24,OSPP,547,1025,6,OSPPKAR,OSPPSUMU
2021-01-20,2021-01-18,2021-01-24,OSPP,547,1027,4,OSPPKAR,OSPPSUMU
2021-01-20,2021-01-18,2021-01-27,OSPP,547,1019,9,OSPPKAR,OSPPOKUU
2021-01-20,2021-01-20,2021-01-28,PV,11410,1002,7,PVKAR,PVSUMDS
2021-01-20,2021-01-20,2021-01-28,PV,11410,1002,7,PVKAR,PVSUMDS
2021-01-21,2021-01-18,2021-01-27,PV,10055,1001,5,PVKAR,PVOKUV
2021-01-21,2021-01-20,2021-01-29,PV,13350,1002,5,PVKAR,PVSUMUC
2021-01-21,2021-01-15,2021-01-27,PV,18611,1001,14,PVKAR,PVOKUV
2021-01-21,2021-01-11,2021-01-15,PV,1146,1001,5,OSKAR,OSOKUU
2021-01-21,2021-01-11,2021-01-15,PV,1146,1002,4,OSKAR,OSOKUU
2021-01-22,2021-01-20,2021-01-29,ZAV,1002,1047,8,ZAVKAR,ZAVOKUUC
2021-01-22,2021-01-22,2021-01-31,PV,13389,1002,6,PVKAR,PVOKUDS
2021-01-22,2021-01-19,2021-01-29,PV,12169,1002,7,PVKAR,PVOKUV
2021-01-22,2021-01-20,2021-01-29,PV,12169,1002,7,PVKAR,PVOKUDS
2021-01-22,2021-01-22,2021-02-01,OSPP,235,1016,10,OSPPKAR,OSPPOKUU
2021-01-22,2021-01-20,2021-01-29,PV,1153,1001,5,OSKAR,OSOKUDS
2021-01-23,2021-01-19,2021-01-28,PV,11909,1001,8,PVKAR,PVOKUUC
2021-01-23,2021-01-19,2021-01-28,PV,11470,1002,6,PVKAR,PVOKUV
2021-01-23,2021-01-21,2021-01-30,PV,11470,1001,5,PVKAR,PVOKUV
2021-01-23,2021-01-21,2021-01-30,PV,14114,1003,12,PVKAR,PVOKUV
2021-01-23,2021-01-21,2021-01-30,PV,12669,1003,11,PVKAR,PVOKUUC
2021-01-23,2021-01-23,2021-02-02,OSPP,494,1021,7,OSPPKAR,OSPPSUMUC
2021-01-24,2021-01-25,2021-01-29,ZAV,1001,1043,3,ZAVKAR,ZAVOKUU
2021-01-24,2021-01-25,2021-01-29,PV,14489,1002,9,PVKAR,PVOKUUC
2021-01-24,2021-01-22,2021-01-31,PV,1135,1002,13,OSKAR,OSOKUU
2021-01-25,2021-01-21,2021-01-30,PV,12169,1002,7,PVKAR,PVOKUDS
2021-01-25,2021-01-22,2021-01-31,OSPP,281,1013,2,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-22,2021-01-31,OSPP,281,1018,3,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-22,2021-01-31,OSPP,281,1018,2,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-07,2021-01-16,PV,1153,1003,7,OSKAR,OSOKUUC
2021-01-25,2021-01-06,2021-01-15,GS,392,1508,18,GSKAR,GSOKUU
2021-01-25,2021-01-18,2021-01-27,PV,1166,1003,8,OSKAR,OSOKUUC
2021-01-25,2021-01-22,2021-02-01,OSPP,486,1020,6,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-25,2021-02-04,PV,23735,1003,6,OSPPKAR,OSPPOKUDS
2021-01-25,2021-01-25,2021-02-04,PV,23735,1003,5,OSPPKAR,OSPPOKUDS
2021-01-25,2021-01-26,2021-02-05,PV,23735,1003,5,OSPPKAR,OSPPSUMU
2021-01-25,2021-01-20,2021-01-29,OSPP,529,1019,8,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-21,2021-01-30,OSPP,529,1016,9,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-21,2021-01-30,OSPP,529,1017,9,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-21,2021-01-30,OSPP,529,1021,8,OSPPKAR,OSPPOKUU
2021-01-25,2021-01-25,2021-01-31,PV,19190,1051,8,ZAVKAR,ZAVOKUU
2021-01-26,2021-01-26,2021-02-04,PV,1060,1001,5,PVKAR,PVOKUV
2021-01-26,2021-01-21,2021-01-30,PV,14191,1001,12,PVKAR,PVOKUV
2021-01-26,2021-01-22,2021-01-31,PV,14191,1002,12,PVKAR,PVOKUV
2021-01-26,2021-01-26,2021-02-04,PV,1078,1001,6,PVKAR,PVOKUV
2021-01-26,2021-01-25,2021-02-03,PV,14111,1001,8,PVKAR,PVOKUV
2021-01-26,2021-01-25,2021-02-03,PV,14116,1003,9,PVKAR,PVOKUV
2021-01-26,2021-01-25,2021-01-31,PV,11830,1001,9,PVKAR,PVOKUUC
2021-01-26,2021-01-27,2021-01-31,PV,11830,1001,6,PVKAR,PVOKUDS
2021-01-26,2021-01-26,2021-02-03,OSPP,138,1021,10,OSPPKAR,OSPPSUMDD
2021-01-26,2021-01-26,2021-02-05,PV,17950,1003,7,PVKAR,PVSUMDS
2021-01-26,2021-01-26,2021-02-03,OSPP,281,1015,3,OSPPKAR,OSPPOKUU
2021-01-26,2021-01-26,2021-02-03,OSPP,281,1016,2,OSPPKAR,OSPPOKUU
2021-01-26,2021-01-22,2021-01-31,PV,3666,1001,7,OSPRI,OSOKUUC
2021-01-26,2021-01-25,2021-02-03,PV,15169,1003,6,OSKAR,OSOKUU
2021-01-27,2021-01-28,2021-02-06,ZAV,1001,1048,3,ZAVKAR,ZAVOKUU
2021-01-27,2021-01-28,2021-02-06,ZAV,1001,1049,2,ZAVKAR,ZAVOKUU
2021-01-27,2021-01-28,2021-02-06,ZAV,1001,1051,4,ZAVKAR,ZAVOKUU
2021-01-27,2021-01-20,2021-01-29,ZAV,1002,1048,6,ZAVKAR,ZAVOKUU
2021-01-27,2021-01-22,2021-01-31,ZAV,1002,1049,7,ZAVKAR,ZAVOKUUC
2021-01-27,2021-01-26,2021-02-04,ZAV,1002,1050,8,ZAVKAR,ZAVOKUDD
2021-01-27,2021-01-27,2021-02-05,ZAV,1002,1051,5,ZAVKAR,ZAVOKUUC
2021-01-27,2021-01-26,2021-02-05,PV,11549,1002,9,PVKAR,PVOKUDS
2021-01-27,2021-01-25,2021-02-03,PV,12849,1003,17,PVKAR,PVOKUV
2021-01-27,2021-01-22,2021-01-31,PV,12850,1001,14,PVKAR,PVOKUV
2021-01-27,2021-01-26,2021-02-05,PV,1188,1001,5,PVKAR,PVOKUV
2021-01-27,2021-01-26,2021-02-05,PV,1188,1001,2,PVKAR,PVOKUV
2021-01-27,2021-01-27,2021-02-05,PV,1311,1003,19,OSKAR,OSOKUDS
2021-01-27,2021-01-26,2021-02-05,OS,224,1004,23,OSKAR,OSSUMU
2021-01-27,2021-01-27,2021-02-01,OSPP,281,1018,8,OSPPKAR,OSPPOKUUC
2021-01-27,2021-01-27,2021-02-01,OSPP,281,1018,9,OSPPKAR,OSPPOKUUC
2021-01-27,2021-01-27,2021-02-06,OS,316,1005,25,OSKAR,OSOKUUC
2021-01-27,2021-01-27,2021-01-30,OSPP,3518,1018,2,OSPPKAR,OSPPOKUU
2021-01-27,2021-01-27,2021-01-30,OSPP,3518,1024,6,OSPPKAR,OSPPOKUU
2021-01-28,2021-01-28,2021-02-06,PV,18771,1001,11,PVKAR,PVOKUV
2021-01-28,2021-01-25,2021-02-03,PV,14191,1002,19,PVKAR,PVOKUV
2021-01-28,2021-01-22,2021-02-01,PV,1188,1001,10,PVKAR,PVOKUV
2021-01-28,2021-01-22,2021-02-01,PV,1188,1001,7,PVKAR,PVOKUV
2021-01-28,2021-01-22,2021-02-01,PV,1188,1001,5,PVKAR,PVOKUV
2021-01-28,2021-01-22,2021-02-01,PV,1188,1001,7,PVKAR,PVOKUV
2021-01-28,2021-01-26,2021-02-05,PV,1188,1001,7,PVKAR,PVOKUV
2021-01-28,2021-01-28,2021-02-04,OS,131,1006,23,OSKAR,OSOKUUC
2021-01-28,2021-01-28,2021-02-04,OS,301,1006,21,OSKAR,OSOKUUC
2021-01-28,2021-01-27,2021-02-04,OS,543,1005,20,OSKAR,OSOKUUC
2021-01-29,2021-01-29,2021-02-07,PV,18771,1001,12,PVKAR,PVOKUV
2021-01-29,2021-01-25,2021-01-18,PV,12410,1003,7,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,7,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,8,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,5,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,7,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,6,PVPRI,PVSUMV
2021-01-29,2021-01-25,2021-01-25,PV,12410,1003,7,PVPRI,PVSUMV
